/gopher/gw?=gopher.club+70+312f75736572732f7363726577746170652f, [23-Aug-2022],       screwtape  Screwtape proposes a toast
/gopher/gw?=gopher.club+70+312f75736572732f737475672f, [22-Aug-2022],            stug  Stug's Odd Bits
/gopher/gw?=gopher.club+70+312f75736572732f6e6d30332f, [22-Aug-2022],            nm03  A gopher hole in Tokyo, Japan
/gopher/gw?=gopher.club+70+312f75736572732f63616e646964652f, [22-Aug-2022],         candide  Candide's Garden Gopher
/gopher/gw?=gopher.club+70+312f75736572732f756e646f2f, [20-Aug-2022],            undo  Ctrl Z back to Sanity
/gopher/gw?=gopher.club+70+312f75736572732f6c6971756964647265616d7a2f, [20-Aug-2022],    liquiddreamz  -
